libelle_section_naf,montant,nombre,dep,color,montant_fr,nombre_fr
Activités immobilières,143861.00,17.00,43,#FFCA28,"0,1 M€",17 aides
Transports et entreposage,98394.00,10.00,43,#26C6DA,"0,1 M€",10 aides
Hébergement et restauration,95150.00,26.00,43,#26A69A,"0,1 M€",26 aides
Non connu,89759.00,5.00,43,#AAAAAA,"0,1 M€",5 aides
Activités financières et d'assurance,78960.00,8.00,43,#9CCC65,"0,1 M€",8 aides
Autres sections NAF,148555.00,26.00,43,#AAAAAA,"0,1 M€",26 aides
Industrie manufacturière,4537130.00,66.00,16,#AB47BC,"4,5 M€",66 aides
Commerce,1921256.00,123.00,16,#29B6F6,"1,9 M€",123 aides
Construction,1110810.00,39.00,16,#42A5F5,"1,1 M€",39 aides
"Agriculture, sylviculture et pêche",505918.00,12.00,16,#EF5350,"0,5 M€",12 aides
Activités financières et d'assurance,464987.00,21.00,16,#9CCC65,"0,5 M€",21 aides
Hébergement et restauration,400186.00,59.00,16,#26A69A,"0,4 M€",59 aides
Activités de services administratifs et de soutien,264768.00,14.00,16,#FF7043,"0,3 M€",14 aides
Activités immobilières,154836.00,35.00,16,#FFCA28,"0,2 M€",35 aides
"Activités spécialisées, scientifiques et techniques",128214.00,22.00,16,#FFA726,"0,1 M€",22 aides
"Arts, spectacles et activités récréatives",99483.00,11.00,16,#8E24AA,"0,1 M€",11 aides
Autres sections NAF,202676.00,46.00,16,#AAAAAA,"0,2 M€",46 aides
Commerce,7674679.00,171.00,21,#29B6F6,"7,7 M€",171 aides
Industrie manufacturière,3240198.00,57.00,21,#AB47BC,"3,2 M€",57 aides
Activités financières et d'assurance,1770268.00,25.00,21,#9CCC65,"1,8 M€",25 aides
Santé humaine et action sociale,1016182.00,21.00,21,#E53935,"1,0 M€",21 aides
Activités immobilières,933445.00,51.00,21,#FFCA28,"0,9 M€",51 aides
"Activités spécialisées, scientifiques et techniques",827379.00,67.00,21,#FFA726,"0,8 M€",67 aides
Activités de services administratifs et de soutien,775547.00,24.00,21,#FF7043,"0,8 M€",24 aides
Hébergement et restauration,677024.00,138.00,21,#26A69A,"0,7 M€",138 aides
Construction,582033.00,43.00,21,#42A5F5,"0,6 M€",43 aides
"Arts, spectacles et activités récréatives",505929.00,19.00,21,#8E24AA,"0,5 M€",19 aides
Autres sections NAF,872914.00,85.00,21,#AAAAAA,"0,9 M€",85 aides
Santé humaine et action sociale,860128.00,9.00,82,#E53935,"0,9 M€",9 aides
Commerce,789921.00,66.00,82,#29B6F6,"0,8 M€",66 aides
Construction,754869.00,20.00,82,#42A5F5,"0,8 M€",20 aides
Industrie manufacturière,629972.00,12.00,82,#AB47BC,"0,6 M€",12 aides
Transports et entreposage,577781.00,9.00,82,#26C6DA,"0,6 M€",9 aides
Hébergement et restauration,127304.00,19.00,82,#26A69A,"0,1 M€",19 aides
"Activités spécialisées, scientifiques et techniques",105193.00,18.00,82,#FFA726,"0,1 M€",18 aides
Activités immobilières,81912.00,16.00,82,#FFCA28,"0,1 M€",16 aides
Activités financières et d'assurance,72858.00,7.00,82,#9CCC65,"0,1 M€",7 aides
Information et communication,54893.00,6.00,82,#66BB6A,"0,1 M€",6 aides
Autres sections NAF,96059.00,25.00,82,#AAAAAA,"0,1 M€",25 aides
Industrie manufacturière,1971426.00,18.00,58,#AB47BC,"2,0 M€",18 aides
"Arts, spectacles et activités récréatives",1829244.00,9.00,58,#8E24AA,"1,8 M€",9 aides
Commerce,992978.00,45.00,58,#29B6F6,"1,0 M€",45 aides
Activités de services administratifs et de soutien,684951.00,5.00,58,#FF7043,"0,7 M€",5 aides
Hébergement et restauration,413546.00,34.00,58,#26A69A,"0,4 M€",34 aides
Activités immobilières,359941.00,14.00,58,#FFCA28,"0,4 M€",14 aides
"Activités spécialisées, scientifiques et techniques",227350.00,10.00,58,#FFA726,"0,2 M€",10 aides
Non connu,129660.00,7.00,58,#AAAAAA,"0,1 M€",7 aides
Transports et entreposage,85592.00,10.00,58,#26C6DA,"0,1 M€",10 aides
Construction,45919.00,12.00,58,#42A5F5,"0,0 M€",12 aides
Autres sections NAF,40007.00,21.00,58,#AAAAAA,"0,0 M€",21 aides
Commerce,657165.00,33.00,15,#29B6F6,"0,7 M€",33 aides
"Activités spécialisées, scientifiques et techniques",337663.00,10.00,15,#FFA726,"0,3 M€",10 aides
Santé humaine et action sociale,310368.00,5.00,15,#E53935,"0,3 M€",5 aides
Industrie manufacturière,243772.00,12.00,15,#AB47BC,"0,2 M€",12 aides
Transports et entreposage,200785.00,8.00,15,#26C6DA,"0,2 M€",8 aides
Hébergement et restauration,193302.00,33.00,15,#26A69A,"0,2 M€",33 aides
Construction,111359.00,11.00,15,#42A5F5,"0,1 M€",11 aides
Non connu,74107.00,6.00,15,#AAAAAA,"0,1 M€",6 aides
Activités immobilières,53111.00,16.00,15,#FFCA28,"0,1 M€",16 aides
Activités de services administratifs et de soutien,14294.00,3.00,15,#FF7043,"0,0 M€",3 aides
Autres sections NAF,14039.00,6.00,15,#AAAAAA,"0,0 M€",6 aides
Commerce,4632165.00,230.00,76,#29B6F6,"4,6 M€",230 aides
Activités de services administratifs et de soutien,4083546.00,37.00,76,#FF7043,"4,1 M€",37 aides
Industrie manufacturière,3742479.00,82.00,76,#AB47BC,"3,7 M€",82 aides
Transports et entreposage,2260361.00,38.00,76,#26C6DA,"2,3 M€",38 aides
Construction,1952538.00,108.00,76,#42A5F5,"2,0 M€",108 aides
Hébergement et restauration,1701247.00,120.00,76,#26A69A,"1,7 M€",120 aides
Activités financières et d'assurance,1585156.00,43.00,76,#9CCC65,"1,6 M€",43 aides
"Activités spécialisées, scientifiques et techniques",1478671.00,111.00,76,#FFA726,"1,5 M€",111 aides
Activités immobilières,975205.00,74.00,76,#FFCA28,"1,0 M€",74 aides
Autres activités de services,796453.00,31.00,76,#5E35B1,"0,8 M€",31 aides
Autres sections NAF,987078.00,108.00,76,#AAAAAA,"1,0 M€",108 aides
Commerce,782652.00,30.00,90,#29B6F6,"0,8 M€",30 aides
"Activités spécialisées, scientifiques et techniques",367419.00,10.00,90,#FFA726,"0,4 M€",10 aides
Construction,128451.00,13.00,90,#42A5F5,"0,1 M€",13 aides
Activités immobilières,105966.00,7.00,90,#FFCA28,"0,1 M€",7 aides
Industrie manufacturière,89337.00,10.00,90,#AB47BC,"0,1 M€",10 aides
Hébergement et restauration,64144.00,24.00,90,#26A69A,"0,1 M€",24 aides
Transports et entreposage,40655.00,3.00,90,#26C6DA,"0,0 M€",3 aides
"Arts, spectacles et activités récréatives",36340.00,7.00,90,#8E24AA,"0,0 M€",7 aides
Santé humaine et action sociale,22260.00,7.00,90,#E53935,"0,0 M€",7 aides
Enseignement,5610.00,3.00,90,#00897B,"0,0 M€",3 aides
Autres sections NAF,8689.00,6.00,90,#AAAAAA,"0,0 M€",6 aides
Industrie manufacturière,813024.00,36.00,41,#AB47BC,"0,8 M€",36 aides
"Arts, spectacles et activités récréatives",689801.00,6.00,41,#8E24AA,"0,7 M€",6 aides
Commerce,632918.00,71.00,41,#29B6F6,"0,6 M€",71 aides
Construction,420163.00,30.00,41,#42A5F5,"0,4 M€",30 aides
Santé humaine et action sociale,344586.00,13.00,41,#E53935,"0,3 M€",13 aides
Activités financières et d'assurance,337383.00,16.00,41,#9CCC65,"0,3 M€",16 aides
"Activités spécialisées, scientifiques et techniques",222595.00,20.00,41,#FFA726,"0,2 M€",20 aides
Hébergement et restauration,202354.00,55.00,41,#26A69A,"0,2 M€",55 aides
Activités de services administratifs et de soutien,195203.00,12.00,41,#FF7043,"0,2 M€",12 aides
"Agriculture, sylviculture et pêche",81477.00,4.00,41,#EF5350,"0,1 M€",4 aides
Autres sections NAF,136903.00,36.00,41,#AAAAAA,"0,1 M€",36 aides
