libelle_section_naf,montant,nombre,dep,color,montant_fr,nombre_fr
Commerce,336064150.00,1374.00,63,#29B6F6,"336,1 M€",1 374 aides
Industrie manufacturière,126651172.00,536.00,63,#AB47BC,"126,7 M€",536 aides
Construction,87896636.00,917.00,63,#42A5F5,"87,9 M€",917 aides
Hébergement et restauration,84760440.00,969.00,63,#26A69A,"84,8 M€",969 aides
Activités financières et d'assurance,57072531.00,96.00,63,#9CCC65,"57,1 M€",96 aides
"Activités spécialisées, scientifiques et techniques",55401201.00,432.00,63,#FFA726,"55,4 M€",432 aides
Information et communication,35132937.00,84.00,63,#66BB6A,"35,1 M€",84 aides
Activités de services administratifs et de soutien,25415538.00,175.00,63,#FF7043,"25,4 M€",175 aides
"Arts, spectacles et activités récréatives",25337167.00,136.00,63,#8E24AA,"25,3 M€",136 aides
Santé humaine et action sociale,19388920.00,376.00,63,#E53935,"19,4 M€",376 aides
Autres sections NAF,55971037.00,850.00,63,#AAAAAA,"56,0 M€",850 aides
Industrie manufacturière,87832200.00,230.00,18,#AB47BC,"87,8 M€",230 aides
Commerce,70988040.00,476.00,18,#29B6F6,"71,0 M€",476 aides
Construction,29530190.00,334.00,18,#42A5F5,"29,5 M€",334 aides
"Activités spécialisées, scientifiques et techniques",25461776.00,111.00,18,#FFA726,"25,5 M€",111 aides
Hébergement et restauration,24411065.00,337.00,18,#26A69A,"24,4 M€",337 aides
Activités financières et d'assurance,24116800.00,27.00,18,#9CCC65,"24,1 M€",27 aides
"Agriculture, sylviculture et pêche",19979043.00,221.00,18,#EF5350,"20,0 M€",221 aides
Santé humaine et action sociale,16012176.00,151.00,18,#E53935,"16,0 M€",151 aides
Information et communication,8055299.00,24.00,18,#66BB6A,"8,1 M€",24 aides
Transports et entreposage,7745003.00,74.00,18,#26C6DA,"7,7 M€",74 aides
Autres sections NAF,16666592.00,351.00,18,#AAAAAA,"16,7 M€",351 aides
Commerce,387422106.00,1919.00,974,#29B6F6,"387,4 M€",1 919 aides
Transports et entreposage,134783106.00,303.00,974,#26C6DA,"134,8 M€",303 aides
"Activités spécialisées, scientifiques et techniques",121892011.00,531.00,974,#FFA726,"121,9 M€",531 aides
Construction,111169262.00,1076.00,974,#42A5F5,"111,2 M€",1 076 aides
Industrie manufacturière,96749005.00,655.00,974,#AB47BC,"96,7 M€",655 aides
Hébergement et restauration,60909905.00,710.00,974,#26A69A,"60,9 M€",710 aides
Activités de services administratifs et de soutien,41213053.00,300.00,974,#FF7043,"41,2 M€",300 aides
Santé humaine et action sociale,40815436.00,655.00,974,#E53935,"40,8 M€",655 aides
Activités financières et d'assurance,37629905.00,96.00,974,#9CCC65,"37,6 M€",96 aides
"Agriculture, sylviculture et pêche",24326612.00,177.00,974,#EF5350,"24,3 M€",177 aides
Autres sections NAF,75610454.00,1024.00,974,#AAAAAA,"75,6 M€",1 024 aides
Commerce,666313397.00,2374.00,78,#29B6F6,"666,3 M€",2 374 aides
Activités financières et d'assurance,358616452.00,247.00,78,#9CCC65,"358,6 M€",247 aides
"Activités spécialisées, scientifiques et techniques",297459664.00,1613.00,78,#FFA726,"297,5 M€",1 613 aides
Construction,242032288.00,1532.00,78,#42A5F5,"242,0 M€",1 532 aides
Industrie manufacturière,219300166.00,571.00,78,#AB47BC,"219,3 M€",571 aides
Hébergement et restauration,126538267.00,1249.00,78,#26A69A,"126,5 M€",1 249 aides
Activités de services administratifs et de soutien,95515904.00,546.00,78,#FF7043,"95,5 M€",546 aides
Information et communication,90079913.00,490.00,78,#66BB6A,"90,1 M€",490 aides
Santé humaine et action sociale,62724028.00,957.00,78,#E53935,"62,7 M€",957 aides
Transports et entreposage,41081488.00,598.00,78,#26C6DA,"41,1 M€",598 aides
Autres sections NAF,124052157.00,1651.00,78,#AAAAAA,"124,1 M€",1 651 aides
Industrie manufacturière,120919665.00,310.00,80,#AB47BC,"120,9 M€",310 aides
Commerce,118101271.00,827.00,80,#29B6F6,"118,1 M€",827 aides
Activités financières et d'assurance,69940080.00,50.00,80,#9CCC65,"69,9 M€",50 aides
Construction,52394557.00,476.00,80,#42A5F5,"52,4 M€",476 aides
Hébergement et restauration,47921823.00,637.00,80,#26A69A,"47,9 M€",637 aides
"Activités spécialisées, scientifiques et techniques",21436104.00,224.00,80,#FFA726,"21,4 M€",224 aides
Santé humaine et action sociale,17380123.00,279.00,80,#E53935,"17,4 M€",279 aides
"Agriculture, sylviculture et pêche",13741103.00,128.00,80,#EF5350,"13,7 M€",128 aides
Activités de services administratifs et de soutien,13110415.00,104.00,80,#FF7043,"13,1 M€",104 aides
"Arts, spectacles et activités récréatives",12682645.00,105.00,80,#8E24AA,"12,7 M€",105 aides
Autres sections NAF,43254568.00,511.00,80,#AAAAAA,"43,3 M€",511 aides
Commerce,168387097.00,807.00,2B,#29B6F6,"168,4 M€",807 aides
Transports et entreposage,62163451.00,85.00,2B,#26C6DA,"62,2 M€",85 aides
Construction,59927608.00,463.00,2B,#42A5F5,"59,9 M€",463 aides
Hébergement et restauration,59741328.00,600.00,2B,#26A69A,"59,7 M€",600 aides
Industrie manufacturière,46072494.00,195.00,2B,#AB47BC,"46,1 M€",195 aides
Activités de services administratifs et de soutien,40209970.00,105.00,2B,#FF7043,"40,2 M€",105 aides
"Activités spécialisées, scientifiques et techniques",15980481.00,198.00,2B,#FFA726,"16,0 M€",198 aides
Activités financières et d'assurance,15428100.00,30.00,2B,#9CCC65,"15,4 M€",30 aides
Santé humaine et action sociale,14519284.00,151.00,2B,#E53935,"14,5 M€",151 aides
"Agriculture, sylviculture et pêche",12356264.00,165.00,2B,#EF5350,"12,4 M€",165 aides
Autres sections NAF,20211730.00,315.00,2B,#AAAAAA,"20,2 M€",315 aides
Industrie manufacturière,87089417.00,156.00,52,#AB47BC,"87,1 M€",156 aides
Commerce,38119458.00,346.00,52,#29B6F6,"38,1 M€",346 aides
Activités financières et d'assurance,27966492.00,17.00,52,#9CCC65,"28,0 M€",17 aides
Construction,17641371.00,160.00,52,#42A5F5,"17,6 M€",160 aides
Transports et entreposage,13581762.00,38.00,52,#26C6DA,"13,6 M€",38 aides
Hébergement et restauration,10511958.00,165.00,52,#26A69A,"10,5 M€",165 aides
"Activités spécialisées, scientifiques et techniques",7764980.00,61.00,52,#FFA726,"7,8 M€",61 aides
Santé humaine et action sociale,3300655.00,74.00,52,#E53935,"3,3 M€",74 aides
"Agriculture, sylviculture et pêche",3172786.00,41.00,52,#EF5350,"3,2 M€",41 aides
Information et communication,1639012.00,11.00,52,#66BB6A,"1,6 M€",11 aides
Autres sections NAF,5859122.00,163.00,52,#AAAAAA,"5,9 M€",163 aides
Commerce,171394901.00,1167.00,40,#29B6F6,"171,4 M€",1 167 aides
Industrie manufacturière,91456446.00,346.00,40,#AB47BC,"91,5 M€",346 aides
Activités financières et d'assurance,67622870.00,52.00,40,#9CCC65,"67,6 M€",52 aides
Construction,62237650.00,728.00,40,#42A5F5,"62,2 M€",728 aides
Hébergement et restauration,60767664.00,780.00,40,#26A69A,"60,8 M€",780 aides
"Agriculture, sylviculture et pêche",24208117.00,448.00,40,#EF5350,"24,2 M€",448 aides
Santé humaine et action sociale,18969705.00,386.00,40,#E53935,"19,0 M€",386 aides
"Activités spécialisées, scientifiques et techniques",17395242.00,258.00,40,#FFA726,"17,4 M€",258 aides
Activités immobilières,11288984.00,137.00,40,#FFCA28,"11,3 M€",137 aides
Autres activités de services,11142141.00,297.00,40,#5E35B1,"11,1 M€",297 aides
Autres sections NAF,36277671.00,509.00,40,#AAAAAA,"36,3 M€",509 aides
Activités financières et d'assurance,103950913.00,47.00,19,#9CCC65,"104,0 M€",47 aides
Industrie manufacturière,78576806.00,231.00,19,#AB47BC,"78,6 M€",231 aides
Commerce,68958816.00,565.00,19,#29B6F6,"69,0 M€",565 aides
Construction,26750490.00,343.00,19,#42A5F5,"26,8 M€",343 aides
Hébergement et restauration,21264503.00,354.00,19,#26A69A,"21,3 M€",354 aides
"Activités spécialisées, scientifiques et techniques",13214500.00,141.00,19,#FFA726,"13,2 M€",141 aides
Santé humaine et action sociale,7415960.00,147.00,19,#E53935,"7,4 M€",147 aides
"Agriculture, sylviculture et pêche",7128765.00,104.00,19,#EF5350,"7,1 M€",104 aides
Transports et entreposage,7035016.00,53.00,19,#26C6DA,"7,0 M€",53 aides
Activités de services administratifs et de soutien,4387237.00,52.00,19,#FF7043,"4,4 M€",52 aides
Autres sections NAF,15142199.00,277.00,19,#AAAAAA,"15,1 M€",277 aides
Commerce,382348723.00,1820.00,68,#29B6F6,"382,3 M€",1 820 aides
Industrie manufacturière,192478868.00,532.00,68,#AB47BC,"192,5 M€",532 aides
Construction,161903934.00,1076.00,68,#42A5F5,"161,9 M€",1 076 aides
Hébergement et restauration,112259887.00,1099.00,68,#26A69A,"112,3 M€",1 099 aides
Activités financières et d'assurance,71902644.00,126.00,68,#9CCC65,"71,9 M€",126 aides
"Activités spécialisées, scientifiques et techniques",68153729.00,567.00,68,#FFA726,"68,2 M€",567 aides
Activités de services administratifs et de soutien,42612276.00,235.00,68,#FF7043,"42,6 M€",235 aides
Santé humaine et action sociale,36214525.00,462.00,68,#E53935,"36,2 M€",462 aides
Transports et entreposage,34037802.00,121.00,68,#26C6DA,"34,0 M€",121 aides
"Agriculture, sylviculture et pêche",33657673.00,345.00,68,#EF5350,"33,7 M€",345 aides
Autres sections NAF,63181279.00,976.00,68,#AAAAAA,"63,2 M€",976 aides
Commerce,555742882.00,2999.00,38,#29B6F6,"555,7 M€",2 999 aides
Industrie manufacturière,459916414.00,1243.00,38,#AB47BC,"459,9 M€",1 243 aides
Construction,280723957.00,2406.00,38,#42A5F5,"280,7 M€",2 406 aides
"Activités spécialisées, scientifiques et techniques",250229134.00,1223.00,38,#FFA726,"250,2 M€",1 223 aides
Activités financières et d'assurance,159109969.00,208.00,38,#9CCC65,"159,1 M€",208 aides
Hébergement et restauration,127223149.00,1856.00,38,#26A69A,"127,2 M€",1 856 aides
Activités de services administratifs et de soutien,89816318.00,570.00,38,#FF7043,"89,8 M€",570 aides
Transports et entreposage,81117512.00,414.00,38,#26C6DA,"81,1 M€",414 aides
Information et communication,68555687.00,276.00,38,#66BB6A,"68,6 M€",276 aides
Santé humaine et action sociale,52399796.00,906.00,38,#E53935,"52,4 M€",906 aides
Autres sections NAF,114488892.00,1948.00,38,#AAAAAA,"114,5 M€",1 948 aides
Commerce,511027637.00,3098.00,31,#29B6F6,"511,0 M€",3 098 aides
Industrie manufacturière,493683142.00,877.00,31,#AB47BC,"493,7 M€",877 aides
"Activités spécialisées, scientifiques et techniques",487107824.00,1837.00,31,#FFA726,"487,1 M€",1 837 aides
Construction,333095353.00,2238.00,31,#42A5F5,"333,1 M€",2 238 aides
Activités financières et d'assurance,245189353.00,302.00,31,#9CCC65,"245,2 M€",302 aides
Hébergement et restauration,165790549.00,1931.00,31,#26A69A,"165,8 M€",1 931 aides
Information et communication,128821527.00,465.00,31,#66BB6A,"128,8 M€",465 aides
Activités de services administratifs et de soutien,127366249.00,626.00,31,#FF7043,"127,4 M€",626 aides
Santé humaine et action sociale,95452837.00,1422.00,31,#E53935,"95,5 M€",1 422 aides
Transports et entreposage,71227476.00,481.00,31,#26C6DA,"71,2 M€",481 aides
Autres sections NAF,207197804.00,2284.00,31,#AAAAAA,"207,2 M€",2 284 aides
Commerce,255292065.00,1534.00,73,#29B6F6,"255,3 M€",1 534 aides
Hébergement et restauration,171990735.00,1449.00,73,#26A69A,"172,0 M€",1 449 aides
Industrie manufacturière,153760839.00,459.00,73,#AB47BC,"153,8 M€",459 aides
Construction,103786900.00,839.00,73,#42A5F5,"103,8 M€",839 aides
Transports et entreposage,80716166.00,211.00,73,#26C6DA,"80,7 M€",211 aides
"Activités spécialisées, scientifiques et techniques",73180949.00,431.00,73,#FFA726,"73,2 M€",431 aides
Activités financières et d'assurance,50577590.00,65.00,73,#9CCC65,"50,6 M€",65 aides
Activités de services administratifs et de soutien,44111722.00,307.00,73,#FF7043,"44,1 M€",307 aides
Santé humaine et action sociale,16791249.00,303.00,73,#E53935,"16,8 M€",303 aides
Activités immobilières,16268153.00,192.00,73,#FFCA28,"16,3 M€",192 aides
Autres sections NAF,62129827.00,895.00,73,#AAAAAA,"62,1 M€",895 aides
Industrie manufacturière,53428944.00,153.00,09,#AB47BC,"53,4 M€",153 aides
Commerce,48918249.00,353.00,09,#29B6F6,"48,9 M€",353 aides
Construction,20386622.00,230.00,09,#42A5F5,"20,4 M€",230 aides
Hébergement et restauration,14884805.00,248.00,09,#26A69A,"14,9 M€",248 aides
"Activités spécialisées, scientifiques et techniques",6841494.00,89.00,09,#FFA726,"6,8 M€",89 aides
Transports et entreposage,6391909.00,26.00,09,#26C6DA,"6,4 M€",26 aides
Santé humaine et action sociale,5782885.00,100.00,09,#E53935,"5,8 M€",100 aides
Activités financières et d'assurance,3468000.00,16.00,09,#9CCC65,"3,5 M€",16 aides
"Agriculture, sylviculture et pêche",3166127.00,113.00,09,#EF5350,"3,2 M€",113 aides
Activités de services administratifs et de soutien,2858465.00,43.00,09,#FF7043,"2,9 M€",43 aides
Autres sections NAF,10524206.00,197.00,09,#AAAAAA,"10,5 M€",197 aides
Industrie manufacturière,518778931.00,900.00,67,#AB47BC,"518,8 M€",900 aides
Commerce,513826096.00,2516.00,67,#29B6F6,"513,8 M€",2 516 aides
Construction,261325767.00,1779.00,67,#42A5F5,"261,3 M€",1 779 aides
Hébergement et restauration,171765814.00,1739.00,67,#26A69A,"171,8 M€",1 739 aides
Activités financières et d'assurance,169015338.00,211.00,67,#9CCC65,"169,0 M€",211 aides
"Activités spécialisées, scientifiques et techniques",120749543.00,1038.00,67,#FFA726,"120,7 M€",1 038 aides
Transports et entreposage,92009461.00,353.00,67,#26C6DA,"92,0 M€",353 aides
Activités de services administratifs et de soutien,91153895.00,412.00,67,#FF7043,"91,2 M€",412 aides
Santé humaine et action sociale,70368827.00,1015.00,67,#E53935,"70,4 M€",1 015 aides
Information et communication,40987578.00,242.00,67,#66BB6A,"41,0 M€",242 aides
Autres sections NAF,133356033.00,1704.00,67,#AAAAAA,"133,4 M€",1 704 aides
Industrie manufacturière,135079731.00,350.00,27,#AB47BC,"135,1 M€",350 aides
Commerce,127272674.00,1005.00,27,#29B6F6,"127,3 M€",1 005 aides
Construction,92574292.00,674.00,27,#42A5F5,"92,6 M€",674 aides
Activités financières et d'assurance,60721151.00,68.00,27,#9CCC65,"60,7 M€",68 aides
"Activités spécialisées, scientifiques et techniques",45541929.00,288.00,27,#FFA726,"45,5 M€",288 aides
Hébergement et restauration,35172808.00,524.00,27,#26A69A,"35,2 M€",524 aides
Transports et entreposage,22415913.00,143.00,27,#26C6DA,"22,4 M€",143 aides
Activités de services administratifs et de soutien,19077327.00,136.00,27,#FF7043,"19,1 M€",136 aides
"Agriculture, sylviculture et pêche",15083829.00,283.00,27,#EF5350,"15,1 M€",283 aides
Santé humaine et action sociale,13577862.00,235.00,27,#E53935,"13,6 M€",235 aides
Autres sections NAF,36564668.00,644.00,27,#AAAAAA,"36,6 M€",644 aides
Commerce,143904876.00,932.00,81,#29B6F6,"143,9 M€",932 aides
Industrie manufacturière,107796587.00,368.00,81,#AB47BC,"107,8 M€",368 aides
Construction,61288346.00,521.00,81,#42A5F5,"61,3 M€",521 aides
Hébergement et restauration,25133038.00,440.00,81,#26A69A,"25,1 M€",440 aides
"Activités spécialisées, scientifiques et techniques",14467081.00,212.00,81,#FFA726,"14,5 M€",212 aides
Santé humaine et action sociale,9958838.00,195.00,81,#E53935,"10,0 M€",195 aides
Activités de services administratifs et de soutien,9777517.00,110.00,81,#FF7043,"9,8 M€",110 aides
"Agriculture, sylviculture et pêche",9526442.00,157.00,81,#EF5350,"9,5 M€",157 aides
Activités financières et d'assurance,7522284.00,45.00,81,#9CCC65,"7,5 M€",45 aides
Transports et entreposage,6551990.00,55.00,81,#26C6DA,"6,6 M€",55 aides
Autres sections NAF,23849381.00,478.00,81,#AAAAAA,"23,8 M€",478 aides
Commerce,310135804.00,944.00,972,#29B6F6,"310,1 M€",944 aides
Activités financières et d'assurance,164166727.00,76.00,972,#9CCC65,"164,2 M€",76 aides
Industrie manufacturière,51534967.00,340.00,972,#AB47BC,"51,5 M€",340 aides
Construction,45912098.00,381.00,972,#42A5F5,"45,9 M€",381 aides
Hébergement et restauration,38398306.00,361.00,972,#26A69A,"38,4 M€",361 aides
Transports et entreposage,37795494.00,202.00,972,#26C6DA,"37,8 M€",202 aides
"Activités spécialisées, scientifiques et techniques",37598439.00,303.00,972,#FFA726,"37,6 M€",303 aides
Activités de services administratifs et de soutien,33607267.00,245.00,972,#FF7043,"33,6 M€",245 aides
Santé humaine et action sociale,21601683.00,299.00,972,#E53935,"21,6 M€",299 aides
"Agriculture, sylviculture et pêche",13988698.00,114.00,972,#EF5350,"14,0 M€",114 aides
Autres sections NAF,38171686.00,464.00,972,#AAAAAA,"38,2 M€",464 aides
Commerce,58040811.00,254.00,973,#29B6F6,"58,0 M€",254 aides
Construction,27180856.00,170.00,973,#42A5F5,"27,2 M€",170 aides
Transports et entreposage,24270137.00,69.00,973,#26C6DA,"24,3 M€",69 aides
Industrie manufacturière,20073552.00,106.00,973,#AB47BC,"20,1 M€",106 aides
Activités de services administratifs et de soutien,13017048.00,77.00,973,#FF7043,"13,0 M€",77 aides
Activités financières et d'assurance,10258900.00,16.00,973,#9CCC65,"10,3 M€",16 aides
Hébergement et restauration,10240770.00,98.00,973,#26A69A,"10,2 M€",98 aides
"Activités spécialisées, scientifiques et techniques",9200718.00,102.00,973,#FFA726,"9,2 M€",102 aides
Santé humaine et action sociale,7291949.00,83.00,973,#E53935,"7,3 M€",83 aides
Autres activités de services,2558762.00,52.00,973,#5E35B1,"2,6 M€",52 aides
Autres sections NAF,11884475.00,119.00,973,#AAAAAA,"11,9 M€",119 aides
Industrie manufacturière,129326484.00,306.00,28,#AB47BC,"129,3 M€",306 aides
Commerce,106759605.00,703.00,28,#29B6F6,"106,8 M€",703 aides
Activités financières et d'assurance,93352274.00,42.00,28,#9CCC65,"93,4 M€",42 aides
Construction,47282407.00,487.00,28,#42A5F5,"47,3 M€",487 aides
Hébergement et restauration,21840810.00,378.00,28,#26A69A,"21,8 M€",378 aides
"Activités spécialisées, scientifiques et techniques",17694477.00,190.00,28,#FFA726,"17,7 M€",190 aides
Santé humaine et action sociale,11578031.00,195.00,28,#E53935,"11,6 M€",195 aides
Activités de services administratifs et de soutien,11483698.00,107.00,28,#FF7043,"11,5 M€",107 aides
Transports et entreposage,8812885.00,118.00,28,#26C6DA,"8,8 M€",118 aides
Information et communication,8169607.00,56.00,28,#66BB6A,"8,2 M€",56 aides
Autres sections NAF,22962200.00,444.00,28,#AAAAAA,"23,0 M€",444 aides
Commerce,730828116.00,4229.00,06,#29B6F6,"730,8 M€",4 229 aides
Hébergement et restauration,438771235.00,3376.00,06,#26A69A,"438,8 M€",3 376 aides
"Activités spécialisées, scientifiques et techniques",290508191.00,1805.00,06,#FFA726,"290,5 M€",1 805 aides
Construction,248079430.00,2607.00,06,#42A5F5,"248,1 M€",2 607 aides
Industrie manufacturière,210330175.00,1012.00,06,#AB47BC,"210,3 M€",1 012 aides
Activités financières et d'assurance,138219881.00,378.00,06,#9CCC65,"138,2 M€",378 aides
Activités de services administratifs et de soutien,127560577.00,1037.00,06,#FF7043,"127,6 M€",1 037 aides
Transports et entreposage,126438792.00,933.00,06,#26C6DA,"126,4 M€",933 aides
"Arts, spectacles et activités récréatives",103346361.00,385.00,06,#8E24AA,"103,3 M€",385 aides
Santé humaine et action sociale,102134896.00,1618.00,06,#E53935,"102,1 M€",1 618 aides
Autres sections NAF,228199268.00,2967.00,06,#AAAAAA,"228,2 M€",2 967 aides
Commerce,292156719.00,2033.00,84,#29B6F6,"292,2 M€",2 033 aides
Industrie manufacturière,181420553.00,511.00,84,#AB47BC,"181,4 M€",511 aides
"Activités spécialisées, scientifiques et techniques",127128944.00,562.00,84,#FFA726,"127,1 M€",562 aides
Construction,96737597.00,976.00,84,#42A5F5,"96,7 M€",976 aides
Hébergement et restauration,87120478.00,1180.00,84,#26A69A,"87,1 M€",1 180 aides
Activités de services administratifs et de soutien,79222647.00,282.00,84,#FF7043,"79,2 M€",282 aides
"Agriculture, sylviculture et pêche",44404054.00,563.00,84,#EF5350,"44,4 M€",563 aides
Transports et entreposage,34530247.00,208.00,84,#26C6DA,"34,5 M€",208 aides
Santé humaine et action sociale,23901978.00,498.00,84,#E53935,"23,9 M€",498 aides
Activités financières et d'assurance,21681432.00,96.00,84,#9CCC65,"21,7 M€",96 aides
Autres sections NAF,64700699.00,1074.00,84,#AAAAAA,"64,7 M€",1 074 aides
Commerce,292266781.00,1299.00,01,#29B6F6,"292,3 M€",1 299 aides
Industrie manufacturière,286320615.00,702.00,01,#AB47BC,"286,3 M€",702 aides
"Activités spécialisées, scientifiques et techniques",113328919.00,413.00,01,#FFA726,"113,3 M€",413 aides
Construction,108253380.00,1057.00,01,#42A5F5,"108,3 M€",1 057 aides
Hébergement et restauration,64902672.00,781.00,01,#26A69A,"64,9 M€",781 aides
Activités immobilières,46792050.00,92.00,01,#FFCA28,"46,8 M€",92 aides
Activités financières et d'assurance,38446705.00,70.00,01,#9CCC65,"38,4 M€",70 aides
Santé humaine et action sociale,20929718.00,314.00,01,#E53935,"20,9 M€",314 aides
Activités de services administratifs et de soutien,15589473.00,213.00,01,#FF7043,"15,6 M€",213 aides
Transports et entreposage,12214324.00,133.00,01,#26C6DA,"12,2 M€",133 aides
Autres sections NAF,43265035.00,790.00,01,#AAAAAA,"43,3 M€",790 aides
Commerce,1160999173.00,4723.00,33,#29B6F6,"1161,0 M€",4 723 aides
"Activités spécialisées, scientifiques et techniques",406885408.00,2142.00,33,#FFA726,"406,9 M€",2 142 aides
Construction,362736514.00,3092.00,33,#42A5F5,"362,7 M€",3 092 aides
Industrie manufacturière,323082241.00,1247.00,33,#AB47BC,"323,1 M€",1 247 aides
Hébergement et restauration,305591762.00,2779.00,33,#26A69A,"305,6 M€",2 779 aides
Activités financières et d'assurance,296955325.00,442.00,33,#9CCC65,"297,0 M€",442 aides
"Agriculture, sylviculture et pêche",294622944.00,2336.00,33,#EF5350,"294,6 M€",2 336 aides
Transports et entreposage,110617777.00,563.00,33,#26C6DA,"110,6 M€",563 aides
Santé humaine et action sociale,102734643.00,1895.00,33,#E53935,"102,7 M€",1 895 aides
Activités de services administratifs et de soutien,95735460.00,852.00,33,#FF7043,"95,7 M€",852 aides
Autres sections NAF,260391192.00,3310.00,33,#AAAAAA,"260,4 M€",3 310 aides
Industrie manufacturière,298543476.00,260.00,02,#AB47BC,"298,5 M€",260 aides
Construction,203803916.00,519.00,02,#42A5F5,"203,8 M€",519 aides
Commerce,124011909.00,709.00,02,#29B6F6,"124,0 M€",709 aides
Hébergement et restauration,33741541.00,433.00,02,#26A69A,"33,7 M€",433 aides
"Activités spécialisées, scientifiques et techniques",23097098.00,173.00,02,#FFA726,"23,1 M€",173 aides
"Agriculture, sylviculture et pêche",17477997.00,207.00,02,#EF5350,"17,5 M€",207 aides
Transports et entreposage,16336043.00,119.00,02,#26C6DA,"16,3 M€",119 aides
Santé humaine et action sociale,13466020.00,235.00,02,#E53935,"13,5 M€",235 aides
Activités financières et d'assurance,10529041.00,35.00,02,#9CCC65,"10,5 M€",35 aides
Activités de services administratifs et de soutien,7561114.00,88.00,02,#FF7043,"7,6 M€",88 aides
Autres sections NAF,22859495.00,433.00,02,#AAAAAA,"22,9 M€",433 aides
Activités financières et d'assurance,780495424.00,160.00,35,#9CCC65,"780,5 M€",160 aides
Commerce,435814801.00,2079.00,35,#29B6F6,"435,8 M€",2 079 aides
Activités de services administratifs et de soutien,224741213.00,331.00,35,#FF7043,"224,7 M€",331 aides
Construction,217244466.00,1146.00,35,#42A5F5,"217,2 M€",1 146 aides
Industrie manufacturière,212173807.00,599.00,35,#AB47BC,"212,2 M€",599 aides
"Activités spécialisées, scientifiques et techniques",177527218.00,831.00,35,#FFA726,"177,5 M€",831 aides
Hébergement et restauration,125365003.00,1517.00,35,#26A69A,"125,4 M€",1 517 aides
Information et communication,84047615.00,239.00,35,#66BB6A,"84,0 M€",239 aides
Transports et entreposage,39034316.00,227.00,35,#26C6DA,"39,0 M€",227 aides
Santé humaine et action sociale,38471462.00,671.00,35,#E53935,"38,5 M€",671 aides
Autres sections NAF,110267326.00,1363.00,35,#AAAAAA,"110,3 M€",1 363 aides
Commerce,61676015.00,532.00,05,#29B6F6,"61,7 M€",532 aides
Construction,37142415.00,265.00,05,#42A5F5,"37,1 M€",265 aides
Hébergement et restauration,28789582.00,518.00,05,#26A69A,"28,8 M€",518 aides
Transports et entreposage,19360573.00,60.00,05,#26C6DA,"19,4 M€",60 aides
"Activités spécialisées, scientifiques et techniques",16173261.00,109.00,05,#FFA726,"16,2 M€",109 aides
Industrie manufacturière,13740070.00,130.00,05,#AB47BC,"13,7 M€",130 aides
Santé humaine et action sociale,8984205.00,140.00,05,#E53935,"9,0 M€",140 aides
Activités de services administratifs et de soutien,7723584.00,79.00,05,#FF7043,"7,7 M€",79 aides
"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné",4393200.00,7.00,05,#7E57C2,"4,4 M€",7 aides
Activités financières et d'assurance,3764995.00,28.00,05,#9CCC65,"3,8 M€",28 aides
Autres sections NAF,17826471.00,343.00,05,#AAAAAA,"17,8 M€",343 aides
Commerce,145536445.00,1077.00,22,#29B6F6,"145,5 M€",1 077 aides
Industrie manufacturière,106854677.00,342.00,22,#AB47BC,"106,9 M€",342 aides
Activités financières et d'assurance,88691629.00,57.00,22,#9CCC65,"88,7 M€",57 aides
Construction,66559825.00,592.00,22,#42A5F5,"66,6 M€",592 aides
Hébergement et restauration,43888095.00,850.00,22,#26A69A,"43,9 M€",850 aides
Autres activités de services,25119482.00,349.00,22,#5E35B1,"25,1 M€",349 aides
"Activités spécialisées, scientifiques et techniques",24053572.00,237.00,22,#FFA726,"24,1 M€",237 aides
Activités immobilières,19927267.00,73.00,22,#FFCA28,"19,9 M€",73 aides
Activités de services administratifs et de soutien,19691048.00,126.00,22,#FF7043,"19,7 M€",126 aides
Santé humaine et action sociale,10273067.00,288.00,22,#E53935,"10,3 M€",288 aides
Autres sections NAF,32953428.00,396.00,22,#AAAAAA,"33,0 M€",396 aides
Industrie manufacturière,95315085.00,140.00,46,#AB47BC,"95,3 M€",140 aides
Commerce,47474628.00,497.00,46,#29B6F6,"47,5 M€",497 aides
Hébergement et restauration,19804576.00,372.00,46,#26A69A,"19,8 M€",372 aides
Construction,15254292.00,273.00,46,#42A5F5,"15,3 M€",273 aides
"Activités spécialisées, scientifiques et techniques",13458011.00,95.00,46,#FFA726,"13,5 M€",95 aides
"Agriculture, sylviculture et pêche",7557997.00,135.00,46,#EF5350,"7,6 M€",135 aides
Santé humaine et action sociale,4806419.00,94.00,46,#E53935,"4,8 M€",94 aides
Activités de services administratifs et de soutien,4290611.00,37.00,46,#FF7043,"4,3 M€",37 aides
Activités financières et d'assurance,3983500.00,16.00,46,#9CCC65,"4,0 M€",16 aides
Transports et entreposage,2903000.00,19.00,46,#26C6DA,"2,9 M€",19 aides
Autres sections NAF,9048910.00,238.00,46,#AAAAAA,"9,0 M€",238 aides
Industrie manufacturière,415677408.00,569.00,85,#AB47BC,"415,7 M€",569 aides
Commerce,205693441.00,1313.00,85,#29B6F6,"205,7 M€",1 313 aides
"Activités spécialisées, scientifiques et techniques",185185843.00,299.00,85,#FFA726,"185,2 M€",299 aides
Activités financières et d'assurance,144426286.00,73.00,85,#9CCC65,"144,4 M€",73 aides
Construction,100858335.00,873.00,85,#42A5F5,"100,9 M€",873 aides
