libelle_section_naf,montant,nombre,dep,color,montant_fr,nombre_fr
Hébergement et restauration,465734.00,557.00,79,#26A69A,"0,5 M€",557 aides
Non connu,403294.00,372.00,79,#AAAAAA,"0,4 M€",372 aides
Transports et entreposage,236943.00,214.00,79,#26C6DA,"0,2 M€",214 aides
Activités immobilières,225438.00,255.00,79,#FFCA28,"0,2 M€",255 aides
Activités de services administratifs et de soutien,149492.00,235.00,79,#FF7043,"0,1 M€",235 aides
"Activités spécialisées, scientifiques et techniques",130022.00,187.00,79,#FFA726,"0,1 M€",187 aides
Autres sections NAF,385214.00,565.00,79,#AAAAAA,"0,4 M€",565 aides
Commerce,638283.00,882.00,971,#29B6F6,"0,6 M€",882 aides
Construction,490866.00,698.00,971,#42A5F5,"0,5 M€",698 aides
Industrie manufacturière,254761.00,391.00,971,#AB47BC,"0,3 M€",391 aides
Hébergement et restauration,238216.00,361.00,971,#26A69A,"0,2 M€",361 aides
Activités de services administratifs et de soutien,202256.00,326.00,971,#FF7043,"0,2 M€",326 aides
Autres activités de services,179044.00,313.00,971,#5E35B1,"0,2 M€",313 aides
Transports et entreposage,175163.00,228.00,971,#26C6DA,"0,2 M€",228 aides
Non connu,141372.00,147.00,971,#AAAAAA,"0,1 M€",147 aides
"Activités spécialisées, scientifiques et techniques",108909.00,168.00,971,#FFA726,"0,1 M€",168 aides
Activités immobilières,99206.00,116.00,971,#FFCA28,"0,1 M€",116 aides
Autres sections NAF,180830.00,294.00,971,#AAAAAA,"0,2 M€",294 aides
Transports et entreposage,2404071.00,3611.00,93,#26C6DA,"2,4 M€",3 611 aides
Construction,2048284.00,2504.00,93,#42A5F5,"2,0 M€",2 504 aides
Commerce,2017134.00,3100.00,93,#29B6F6,"2,0 M€",3 100 aides
Non connu,745418.00,686.00,93,#AAAAAA,"0,7 M€",686 aides
Autres activités de services,546552.00,947.00,93,#5E35B1,"0,5 M€",947 aides
"Activités spécialisées, scientifiques et techniques",512349.00,967.00,93,#FFA726,"0,5 M€",967 aides
Industrie manufacturière,508101.00,675.00,93,#AB47BC,"0,5 M€",675 aides
Hébergement et restauration,441585.00,531.00,93,#26A69A,"0,4 M€",531 aides
Activités de services administratifs et de soutien,437577.00,708.00,93,#FF7043,"0,4 M€",708 aides
Information et communication,366984.00,604.00,93,#66BB6A,"0,4 M€",604 aides
Autres sections NAF,736901.00,1136.00,93,#AAAAAA,"0,7 M€",1 136 aides
Construction,4961823.00,5979.00,34,#42A5F5,"5,0 M€",5 979 aides
Commerce,4643688.00,6238.00,34,#29B6F6,"4,6 M€",6 238 aides
Hébergement et restauration,1716528.00,2182.00,34,#26A69A,"1,7 M€",2 182 aides
Autres activités de services,1626629.00,2763.00,34,#5E35B1,"1,6 M€",2 763 aides
Industrie manufacturière,1369263.00,1833.00,34,#AB47BC,"1,4 M€",1 833 aides
Non connu,1366973.00,1305.00,34,#AAAAAA,"1,4 M€",1 305 aides
Activités immobilières,1042762.00,1186.00,34,#FFCA28,"1,0 M€",1 186 aides
Activités de services administratifs et de soutien,906201.00,1445.00,34,#FF7043,"0,9 M€",1 445 aides
"Activités spécialisées, scientifiques et techniques",592991.00,1006.00,34,#FFA726,"0,6 M€",1 006 aides
Transports et entreposage,521807.00,653.00,34,#26C6DA,"0,5 M€",653 aides
Autres sections NAF,1306185.00,2065.00,34,#AAAAAA,"1,3 M€",2 065 aides
Construction,3647586.00,4386.00,30,#42A5F5,"3,6 M€",4 386 aides
Commerce,2825066.00,3931.00,30,#29B6F6,"2,8 M€",3 931 aides
Autres activités de services,1144420.00,1951.00,30,#5E35B1,"1,1 M€",1 951 aides
Industrie manufacturière,1104968.00,1519.00,30,#AB47BC,"1,1 M€",1 519 aides
Hébergement et restauration,1058667.00,1437.00,30,#26A69A,"1,1 M€",1 437 aides
Non connu,810423.00,799.00,30,#AAAAAA,"0,8 M€",799 aides
Activités de services administratifs et de soutien,445369.00,727.00,30,#FF7043,"0,4 M€",727 aides
Activités immobilières,396014.00,434.00,30,#FFCA28,"0,4 M€",434 aides
"Activités spécialisées, scientifiques et techniques",356342.00,546.00,30,#FFA726,"0,4 M€",546 aides
Transports et entreposage,342793.00,365.00,30,#26C6DA,"0,3 M€",365 aides
Autres sections NAF,814709.00,1233.00,30,#AAAAAA,"0,8 M€",1 233 aides
Commerce,6269251.00,8401.00,13,#29B6F6,"6,3 M€",8 401 aides
Construction,5900114.00,6846.00,13,#42A5F5,"5,9 M€",6 846 aides
Autres activités de services,2301417.00,3895.00,13,#5E35B1,"2,3 M€",3 895 aides
Hébergement et restauration,2103070.00,2613.00,13,#26A69A,"2,1 M€",2 613 aides
Industrie manufacturière,1995698.00,2583.00,13,#AB47BC,"2,0 M€",2 583 aides
Non connu,1859508.00,1771.00,13,#AAAAAA,"1,9 M€",1 771 aides
Transports et entreposage,1378644.00,1610.00,13,#26C6DA,"1,4 M€",1 610 aides
Activités de services administratifs et de soutien,1282557.00,1988.00,13,#FF7043,"1,3 M€",1 988 aides
Activités immobilières,1261596.00,1353.00,13,#FFCA28,"1,3 M€",1 353 aides
"Activités spécialisées, scientifiques et techniques",995404.00,1630.00,13,#FFA726,"1,0 M€",1 630 aides
Autres sections NAF,1897316.00,2984.00,13,#AAAAAA,"1,9 M€",2 984 aides
Commerce,2346304.00,3023.00,94,#29B6F6,"2,3 M€",3 023 aides
Construction,2156515.00,2482.00,94,#42A5F5,"2,2 M€",2 482 aides
Transports et entreposage,1685297.00,2367.00,94,#26C6DA,"1,7 M€",2 367 aides
Non connu,1371247.00,1259.00,94,#AAAAAA,"1,4 M€",1 259 aides
Autres activités de services,759307.00,1210.00,94,#5E35B1,"0,8 M€",1 210 aides
"Activités spécialisées, scientifiques et techniques",669393.00,1189.00,94,#FFA726,"0,7 M€",1 189 aides
Industrie manufacturière,578362.00,776.00,94,#AB47BC,"0,6 M€",776 aides
Hébergement et restauration,526142.00,633.00,94,#26A69A,"0,5 M€",633 aides
Activités de services administratifs et de soutien,490820.00,776.00,94,#FF7043,"0,5 M€",776 aides
Activités immobilières,443793.00,454.00,94,#FFCA28,"0,4 M€",454 aides
Autres sections NAF,1043643.00,1730.00,94,#AAAAAA,"1,0 M€",1 730 aides
Construction,1791557.00,1852.00,12,#42A5F5,"1,8 M€",1 852 aides
Commerce,1371791.00,1510.00,12,#29B6F6,"1,4 M€",1 510 aides
Hébergement et restauration,677617.00,821.00,12,#26A69A,"0,7 M€",821 aides
Industrie manufacturière,627144.00,730.00,12,#AB47BC,"0,6 M€",730 aides
Autres activités de services,536151.00,714.00,12,#5E35B1,"0,5 M€",714 aides
Non connu,246420.00,236.00,12,#AAAAAA,"0,2 M€",236 aides
Activités immobilières,220810.00,220.00,12,#FFCA28,"0,2 M€",220 aides
Transports et entreposage,167643.00,162.00,12,#26C6DA,"0,2 M€",162 aides
Activités de services administratifs et de soutien,133107.00,202.00,12,#FF7043,"0,1 M€",202 aides
"Activités spécialisées, scientifiques et techniques",119478.00,174.00,12,#FFA726,"0,1 M€",174 aides
Autres sections NAF,357854.00,489.00,12,#AAAAAA,"0,4 M€",489 aides
Construction,1304715.00,1441.00,87,#42A5F5,"1,3 M€",1 441 aides
Commerce,1068599.00,1374.00,87,#29B6F6,"1,1 M€",1 374 aides
Autres activités de services,663553.00,924.00,87,#5E35B1,"0,7 M€",924 aides
Industrie manufacturière,501729.00,683.00,87,#AB47BC,"0,5 M€",683 aides
Hébergement et restauration,476067.00,633.00,87,#26A69A,"0,5 M€",633 aides
Non connu,283312.00,271.00,87,#AAAAAA,"0,3 M€",271 aides
Activités immobilières,191984.00,207.00,87,#FFCA28,"0,2 M€",207 aides
Activités de services administratifs et de soutien,163730.00,268.00,87,#FF7043,"0,2 M€",268 aides
Transports et entreposage,159318.00,158.00,87,#26C6DA,"0,2 M€",158 aides
"Activités spécialisées, scientifiques et techniques",124070.00,190.00,87,#FFA726,"0,1 M€",190 aides
Autres sections NAF,341964.00,507.00,87,#AAAAAA,"0,3 M€",507 aides
Construction,1472571.00,1552.00,88,#42A5F5,"1,5 M€",1 552 aides
Commerce,1298860.00,1597.00,88,#29B6F6,"1,3 M€",1 597 aides
Industrie manufacturière,718507.00,855.00,88,#AB47BC,"0,7 M€",855 aides
Autres activités de services,596849.00,838.00,88,#5E35B1,"0,6 M€",838 aides
Hébergement et restauration,596167.00,682.00,88,#26A69A,"0,6 M€",682 aides
Non connu,390168.00,372.00,88,#AAAAAA,"0,4 M€",372 aides
Activités immobilières,197301.00,213.00,88,#FFCA28,"0,2 M€",213 aides
Transports et entreposage,169085.00,154.00,88,#26C6DA,"0,2 M€",154 aides
Activités de services administratifs et de soutien,163479.00,253.00,88,#FF7043,"0,2 M€",253 aides
"Activités spécialisées, scientifiques et techniques",132083.00,187.00,88,#FFA726,"0,1 M€",187 aides
Autres sections NAF,360956.00,535.00,88,#AAAAAA,"0,4 M€",535 aides
Construction,2467798.00,2691.00,91,#42A5F5,"2,5 M€",2 691 aides
Commerce,2296110.00,2955.00,91,#29B6F6,"2,3 M€",2 955 aides
Non connu,1354681.00,1218.00,91,#AAAAAA,"1,4 M€",1 218 aides
Transports et entreposage,1289210.00,1588.00,91,#26C6DA,"1,3 M€",1 588 aides
Autres activités de services,952228.00,1474.00,91,#5E35B1,"1,0 M€",1 474 aides
Industrie manufacturière,659313.00,831.00,91,#AB47BC,"0,7 M€",831 aides
Activités de services administratifs et de soutien,552844.00,861.00,91,#FF7043,"0,6 M€",861 aides
Activités immobilières,512339.00,541.00,91,#FFCA28,"0,5 M€",541 aides
"Activités spécialisées, scientifiques et techniques",505866.00,853.00,91,#FFA726,"0,5 M€",853 aides
Hébergement et restauration,486013.00,535.00,91,#26A69A,"0,5 M€",535 aides
Autres sections NAF,875014.00,1387.00,91,#AAAAAA,"0,9 M€",1 387 aides
Commerce,2320261.00,2649.00,50,#29B6F6,"2,3 M€",2 649 aides
Construction,2040094.00,2012.00,50,#42A5F5,"2,0 M€",2 012 aides
Hébergement et restauration,1127995.00,1284.00,50,#26A69A,"1,1 M€",1 284 aides
Industrie manufacturière,903842.00,1053.00,50,#AB47BC,"0,9 M€",1 053 aides
Autres activités de services,839829.00,1081.00,50,#5E35B1,"0,8 M€",1 081 aides
Non connu,470216.00,437.00,50,#AAAAAA,"0,5 M€",437 aides
Activités immobilières,249358.00,251.00,50,#FFCA28,"0,2 M€",251 aides
Transports et entreposage,213503.00,207.00,50,#26C6DA,"0,2 M€",207 aides
"Activités spécialisées, scientifiques et techniques",175204.00,255.00,50,#FFA726,"0,2 M€",255 aides
Activités de services administratifs et de soutien,165097.00,293.00,50,#FF7043,"0,2 M€",293 aides
Autres sections NAF,498919.00,704.00,50,#AAAAAA,"0,5 M€",704 aides
Construction,3526667.00,3769.00,77,#42A5F5,"3,5 M€",3 769 aides
Commerce,2980509.00,3890.00,77,#29B6F6,"3,0 M€",3 890 aides
Transports et entreposage,1558497.00,1890.00,77,#26C6DA,"1,6 M€",1 890 aides
Autres activités de services,1308417.00,2072.00,77,#5E35B1,"1,3 M€",2 072 aides
Non connu,1175406.00,1077.00,77,#AAAAAA,"1,2 M€",1 077 aides
Industrie manufacturière,940044.00,1177.00,77,#AB47BC,"0,9 M€",1 177 aides
Hébergement et restauration,663897.00,809.00,77,#26A69A,"0,7 M€",809 aides
Activités de services administratifs et de soutien,629096.00,978.00,77,#FF7043,"0,6 M€",978 aides
"Activités spécialisées, scientifiques et techniques",496722.00,847.00,77,#FFA726,"0,5 M€",847 aides
Activités immobilières,462650.00,493.00,77,#FFCA28,"0,5 M€",493 aides
Autres sections NAF,950971.00,1568.00,77,#AAAAAA,"1,0 M€",1 568 aides
Construction,2296398.00,2558.00,95,#42A5F5,"2,3 M€",2 558 aides
Transports et entreposage,1914936.00,2548.00,95,#26C6DA,"1,9 M€",2 548 aides
Commerce,1758842.00,2425.00,95,#29B6F6,"1,8 M€",2 425 aides
Non connu,818154.00,769.00,95,#AAAAAA,"0,8 M€",769 aides
Autres activités de services,747032.00,1187.00,95,#5E35B1,"0,7 M€",1 187 aides
Industrie manufacturière,592666.00,755.00,95,#AB47BC,"0,6 M€",755 aides
Activités de services administratifs et de soutien,477017.00,725.00,95,#FF7043,"0,5 M€",725 aides
"Activités spécialisées, scientifiques et techniques",462877.00,765.00,95,#FFA726,"0,5 M€",765 aides
Hébergement et restauration,427037.00,495.00,95,#26A69A,"0,4 M€",495 aides
Activités immobilières,374828.00,420.00,95,#FFCA28,"0,4 M€",420 aides
Autres sections NAF,731524.00,1215.00,95,#AAAAAA,"0,7 M€",1 215 aides
Construction,1096282.00,1222.00,32,#42A5F5,"1,1 M€",1 222 aides
Commerce,753341.00,920.00,32,#29B6F6,"0,8 M€",920 aides
Autres activités de services,360435.00,505.00,32,#5E35B1,"0,4 M€",505 aides
Industrie manufacturière,309566.00,407.00,32,#AB47BC,"0,3 M€",407 aides
Hébergement et restauration,273179.00,374.00,32,#26A69A,"0,3 M€",374 aides
Non connu,178489.00,173.00,32,#AAAAAA,"0,2 M€",173 aides
Activités immobilières,124226.00,138.00,32,#FFCA28,"0,1 M€",138 aides
"Activités spécialisées, scientifiques et techniques",91613.00,126.00,32,#FFA726,"0,1 M€",126 aides
Activités de services administratifs et de soutien,90229.00,168.00,32,#FF7043,"0,1 M€",168 aides
Transports et entreposage,77374.00,76.00,32,#26C6DA,"0,1 M€",76 aides
Autres sections NAF,215192.00,324.00,32,#AAAAAA,"0,2 M€",324 aides
Construction,981080.00,1109.00,04,#42A5F5,"1,0 M€",1 109 aides
Commerce,778547.00,1000.00,04,#29B6F6,"0,8 M€",1 000 aides
Hébergement et restauration,457183.00,590.00,04,#26A69A,"0,5 M€",590 aides
Non connu,308564.00,294.00,04,#AAAAAA,"0,3 M€",294 aides
Industrie manufacturière,290409.00,423.00,04,#AB47BC,"0,3 M€",423 aides
Autres activités de services,269841.00,419.00,04,#5E35B1,"0,3 M€",419 aides
Activités de services administratifs et de soutien,93500.00,165.00,04,#FF7043,"0,1 M€",165 aides
Activités immobilières,84998.00,91.00,04,#FFCA28,"0,1 M€",91 aides
Transports et entreposage,80217.00,83.00,04,#26C6DA,"0,1 M€",83 aides
"Activités spécialisées, scientifiques et techniques",76737.00,113.00,04,#FFA726,"0,1 M€",113 aides
Autres sections NAF,168088.00,262.00,04,#AAAAAA,"0,2 M€",262 aides
Construction,3443455.00,3665.00,62,#42A5F5,"3,4 M€",3 665 aides
Commerce,3441750.00,4540.00,62,#29B6F6,"3,4 M€",4 540 aides
Autres activités de services,1813595.00,2789.00,62,#5E35B1,"1,8 M€",2 789 aides
Hébergement et restauration,1681683.00,1967.00,62,#26A69A,"1,7 M€",1 967 aides
Industrie manufacturière,1177899.00,1411.00,62,#AB47BC,"1,2 M€",1 411 aides
Non connu,1041501.00,973.00,62,#AAAAAA,"1,0 M€",973 aides
Transports et entreposage,544100.00,543.00,62,#26C6DA,"0,5 M€",543 aides
Activités de services administratifs et de soutien,430464.00,692.00,62,#FF7043,"0,4 M€",692 aides
Activités immobilières,414662.00,451.00,62,#FFCA28,"0,4 M€",451 aides
"Activités spécialisées, scientifiques et techniques",364979.00,551.00,62,#FFA726,"0,4 M€",551 aides
Autres sections NAF,876174.00,1341.00,62,#AAAAAA,"0,9 M€",1 341 aides
Construction,818859.00,839.00,36,#42A5F5,"0,8 M€",839 aides
Commerce,626683.00,807.00,36,#29B6F6,"0,6 M€",807 aides
Autres activités de services,359002.00,497.00,36,#5E35B1,"0,4 M€",497 aides
Industrie manufacturière,342097.00,426.00,36,#AB47BC,"0,3 M€",426 aides
Hébergement et restauration,283884.00,370.00,36,#26A69A,"0,3 M€",370 aides
Non connu,152801.00,145.00,36,#AAAAAA,"0,2 M€",145 aides
Transports et entreposage,106726.00,100.00,36,#26C6DA,"0,1 M€",100 aides
Activités immobilières,86842.00,97.00,36,#FFCA28,"0,1 M€",97 aides
Activités de services administratifs et de soutien,68138.00,136.00,36,#FF7043,"0,1 M€",136 aides
"Activités spécialisées, scientifiques et techniques",50044.00,81.00,36,#FFA726,"0,1 M€",81 aides
Autres sections NAF,163226.00,269.00,36,#AAAAAA,"0,2 M€",269 aides
Construction,1271305.00,1338.00,03,#42A5F5,"1,3 M€",1 338 aides
Commerce,1142494.00,1549.00,03,#29B6F6,"1,1 M€",1 549 aides
Autres activités de services,558661.00,749.00,03,#5E35B1,"0,6 M€",749 aides
Hébergement et restauration,518431.00,659.00,03,#26A69A,"0,5 M€",659 aides
Industrie manufacturière,468344.00,565.00,03,#AB47BC,"0,5 M€",565 aides
Non connu,216812.00,212.00,03,#AAAAAA,"0,2 M€",212 aides
Transports et entreposage,151262.00,145.00,03,#26C6DA,"0,2 M€",145 aides
Activités immobilières,126380.00,132.00,03,#FFCA28,"0,1 M€",132 aides
Activités de services administratifs et de soutien,121148.00,203.00,03,#FF7043,"0,1 M€",203 aides
"Activités spécialisées, scientifiques et techniques",73174.00,127.00,03,#FFA726,"0,1 M€",127 aides
Autres sections NAF,302719.00,430.00,03,#AAAAAA,"0,3 M€",430 aides
Construction,2531349.00,2700.00,60,#42A5F5,"2,5 M€",2 700 aides
Commerce,1806991.00,2330.00,60,#29B6F6,"1,8 M€",2 330 aides
Autres activités de services,915641.00,1376.00,60,#5E35B1,"0,9 M€",1 376 aides
Industrie manufacturière,780722.00,891.00,60,#AB47BC,"0,8 M€",891 aides
Transports et entreposage,658096.00,689.00,60,#26C6DA,"0,7 M€",689 aides
Hébergement et restauration,623699.00,729.00,60,#26A69A,"0,6 M€",729 aides
Non connu,366655.00,347.00,60,#AAAAAA,"0,4 M€",347 aides
Activités de services administratifs et de soutien,346139.00,597.00,60,#FF7043,"0,3 M€",597 aides
Activités immobilières,343428.00,369.00,60,#FFCA28,"0,3 M€",369 aides
"Activités spécialisées, scientifiques et techniques",301658.00,442.00,60,#FFA726,"0,3 M€",442 aides
Autres sections NAF,594927.00,920.00,60,#AAAAAA,"0,6 M€",920 aides
Construction,1726933.00,1847.00,51,#42A5F5,"1,7 M€",1 847 aides
Commerce,1494858.00,1870.00,51,#29B6F6,"1,5 M€",1 870 aides
Autres activités de services,794400.00,1125.00,51,#5E35B1,"0,8 M€",1 125 aides
Industrie manufacturière,714727.00,813.00,51,#AB47BC,"0,7 M€",813 aides
Hébergement et restauration,588533.00,702.00,51,#26A69A,"0,6 M€",702 aides
Non connu,586398.00,543.00,51,#AAAAAA,"0,6 M€",543 aides
Transports et entreposage,307961.00,333.00,51,#26C6DA,"0,3 M€",333 aides
Activités immobilières,221208.00,224.00,51,#FFCA28,"0,2 M€",224 aides
Activités de services administratifs et de soutien,220269.00,344.00,51,#FF7043,"0,2 M€",344 aides
"Activités spécialisées, scientifiques et techniques",203792.00,306.00,51,#FFA726,"0,2 M€",306 aides
Autres sections NAF,527988.00,790.00,51,#AAAAAA,"0,5 M€",790 aides
Construction,926534.00,966.00,39,#42A5F5,"0,9 M€",966 aides
Commerce,878945.00,1068.00,39,#29B6F6,"0,9 M€",1 068 aides
Industrie manufacturière,483819.00,601.00,39,#AB47BC,"0,5 M€",601 aides
Hébergement et restauration,401669.00,474.00,39,#26A69A,"0,4 M€",474 aides
Autres activités de services,393623.00,543.00,39,#5E35B1,"0,4 M€",543 aides
Non connu,234557.00,224.00,39,#AAAAAA,"0,2 M€",224 aides
Transports et entreposage,140239.00,131.00,39,#26C6DA,"0,1 M€",131 aides
Activités de services administratifs et de soutien,127562.00,193.00,39,#FF7043,"0,1 M€",193 aides
Activités immobilières,125423.00,145.00,39,#FFCA28,"0,1 M€",145 aides
"Activités spécialisées, scientifiques et techniques",83582.00,127.00,39,#FFA726,"0,1 M€",127 aides
Autres sections NAF,255477.00,396.00,39,#AAAAAA,"0,3 M€",396 aides
Construction,1522775.00,1864.00,11,#42A5F5,"1,5 M€",1 864 aides
Commerce,1364501.00,1929.00,11,#29B6F6,"1,4 M€",1 929 aides
Hébergement et restauration,650539.00,909.00,11,#26A69A,"0,7 M€",909 aides
Autres activités de services,561702.00,973.00,11,#5E35B1,"0,6 M€",973 aides
Industrie manufacturière,414775.00,617.00,11,#AB47BC,"0,4 M€",617 aides
Non connu,284365.00,298.00,11,#AAAAAA,"0,3 M€",298 aides
Activités immobilières,219776.00,253.00,11,#FFCA28,"0,2 M€",253 aides
Activités de services administratifs et de soutien,181123.00,370.00,11,#FF7043,"0,2 M€",370 aides
Transports et entreposage,171212.00,168.00,11,#26C6DA,"0,2 M€",168 aides
"Activités spécialisées, scientifiques et techniques",135120.00,228.00,11,#FFA726,"0,1 M€",228 aides
Autres sections NAF,345549.00,587.00,11,#AAAAAA,"0,3 M€",587 aides
Construction,3239945.00,3194.00,49,#42A5F5,"3,2 M€",3 194 aides
Commerce,2529200.00,2886.00,49,#29B6F6,"2,5 M€",2 886 aides
Non connu,1543762.00,1388.00,49,#AAAAAA,"1,5 M€",1 388 aides
Industrie manufacturière,1352227.00,1510.00,49,#AB47BC,"1,4 M€",1 510 aides
Autres activités de services,1276707.00,1609.00,49,#5E35B1,"1,3 M€",1 609 aides
Hébergement et restauration,1166331.00,1296.00,49,#26A69A,"1,2 M€",1 296 aides
Activités immobilières,528132.00,538.00,49,#FFCA28,"0,5 M€",538 aides
Transports et entreposage,399980.00,392.00,49,#26C6DA,"0,4 M€",392 aides
Activités de services administratifs et de soutien,353083.00,486.00,49,#FF7043,"0,4 M€",486 aides
"Activités spécialisées, scientifiques et techniques",349400.00,510.00,49,#FFA726,"0,3 M€",510 aides
Autres sections NAF,890264.00,1243.00,49,#AAAAAA,"0,9 M€",1 243 aides
Construction,1917404.00,2037.00,54,#42A5F5,"1,9 M€",2 037 aides
Commerce,1697608.00,2134.00,54,#29B6F6,"1,7 M€",2 134 aides
Autres activités de services,839357.00,1204.00,54,#5E35B1,"0,8 M€",1 204 aides
Industrie manufacturière,659052.00,781.00,54,#AB47BC,"0,7 M€",781 aides
Hébergement et restauration,631844.00,741.00,54,#26A69A,"0,6 M€",741 aides
Non connu,442240.00,412.00,54,#AAAAAA,"0,4 M€",412 aides
Transports et entreposage,307054.00,352.00,54,#26C6DA,"0,3 M€",352 aides
Activités de services administratifs et de soutien,253903.00,391.00,54,#FF7043,"0,3 M€",391 aides
Activités immobilières,239549.00,240.00,54,#FFCA28,"0,2 M€",240 aides
"Activités spécialisées, scientifiques et techniques",220509.00,356.00,54,#FFA726,"0,2 M€",356 aides
Autres sections NAF,593835.00,877.00,54,#AAAAAA,"0,6 M€",877 aides
Commerce,5595707.00,7398.00,59,#29B6F6,"5,6 M€",7 398 aides
Construction,4828212.00,5218.00,59,#42A5F5,"4,8 M€",5 218 aides
Autres activités de services,2745475.00,4137.00,59,#5E35B1,"2,7 M€",4 137 aides
Hébergement et restauration,2485135.00,2936.00,59,#26A69A,"2,5 M€",2 936 aides
Industrie manufacturière,2136718.00,2570.00,59,#AB47BC,"2,1 M€",2 570 aides
Non connu,2119943.00,1957.00,59,#AAAAAA,"2,1 M€",1 957 aides
Transports et entreposage,1141321.00,1315.00,59,#26C6DA,"1,1 M€",1 315 aides
"Activités spécialisées, scientifiques et techniques",1017094.00,1565.00,59,#FFA726,"1,0 M€",1 565 aides
Activités immobilières,901531.00,913.00,59,#FFCA28,"0,9 M€",913 aides
Activités de services administratifs et de soutien,850295.00,1275.00,59,#FF7043,"0,9 M€",1 275 aides
Autres sections NAF,2092942.00,3037.00,59,#AAAAAA,"2,1 M€",3 037 aides
Construction,520653.00,549.00,55,#42A5F5,"0,5 M€",549 aides
Commerce,455480.00,588.00,55,#29B6F6,"0,5 M€",588 aides
Industrie manufacturière,262073.00,315.00,55,#AB47BC,"0,3 M€",315 aides
Autres activités de services,257091.00,362.00,55,#5E35B1,"0,3 M€",362 aides
Hébergement et restauration,183681.00,217.00,55,#26A69A,"0,2 M€",217 aides
Non connu,101449.00,99.00,55,#AAAAAA,"0,1 M€",99 aides
Transports et entreposage,59759.00,56.00,55,#26C6DA,"0,1 M€",56 aides
Activités immobilières,57866.00,63.00,55,#FFCA28,"0,1 M€",63 aides
Activités de services administratifs et de soutien,44179.00,69.00,55,#FF7043,"0,0 M€",69 aides
"Activités spécialisées, scientifiques et techniques",41468.00,60.00,55,#FFA726,"0,0 M€",60 aides
Autres sections NAF,123906.00,201.00,55,#AAAAAA,"0,1 M€",201 aides
Construction,2940638.00,2988.00,14,#42A5F5,"2,9 M€",2 988 aides
Commerce,2802995.00,3341.00,14,#29B6F6,"2,8 M€",3 341 aides
Hébergement et restauration,1486795.00,1614.00,14,#26A69A,"1,5 M€",1 614 aides
Autres activités de services,1203204.00,1677.00,14,#5E35B1,"1,2 M€",1 677 aides
Industrie manufacturière,1054177.00,1221.00,14,#AB47BC,"1,1 M€",1 221 aides
Non connu,706137.00,665.00,14,#AAAAAA,"0,7 M€",665 aides
Activités immobilières,420467.00,423.00,14,#FFCA28,"0,4 M€",423 aides
"Activités spécialisées, scientifiques et techniques",346514.00,497.00,14,#FFA726,"0,3 M€",497 aides
Transports et entreposage,332775.00,350.00,14,#26C6DA,"0,3 M€",350 aides
Activités de services administratifs et de soutien,330594.00,488.00,14,#FF7043,"0,3 M€",488 aides
Autres sections NAF,728295.00,1084.00,14,#AAAAAA,"0,7 M€",1 084 aides
Construction,3018502.00,3123.00,42,#42A5F5,"3,0 M€",3 123 aides
Commerce,2610279.00,3252.00,42,#29B6F6,"2,6 M€",3 252 aides
Non connu,1318002.00,1203.00,42,#AAAAAA,"1,3 M€",1 203 aides
Industrie manufacturière,1298926.00,1443.00,42,#AB47BC,"1,3 M€",1 443 aides
Autres activités de services,1217496.00,1686.00,42,#5E35B1,"1,2 M€",1 686 aides
Hébergement et restauration,1029514.00,1203.00,42,#26A69A,"1,0 M€",1 203 aides
Activités immobilières,460636.00,487.00,42,#FFCA28,"0,5 M€",487 aides
Activités de services administratifs et de soutien,420026.00,623.00,42,#FF7043,"0,4 M€",623 aides
Transports et entreposage,400425.00,400.00,42,#26C6DA,"0,4 M€",400 aides
"Activités spécialisées, scientifiques et techniques",318266.00,457.00,42,#FFA726,"0,3 M€",457 aides
Autres sections NAF,703333.00,1052.00,42,#AAAAAA,"0,7 M€",1 052 aides
Construction,1104877.00,1164.00,10,#42A5F5,"1,1 M€",1 164 aides
Commerce,782182.00,1034.00,10,#29B6F6,"0,8 M€",1 034 aides
Autres activités de services,445786.00,652.00,10,#5E35B1,"0,4 M€",652 aides
Non connu,374575.00,351.00,10,#AAAAAA,"0,4 M€",351 aides
Industrie manufacturière,369244.00,445.00,10,#AB47BC,"0,4 M€",445 aides
Hébergement et restauration,361384.00,426.00,10,#26A69A,"0,4 M€",426 aides
Transports et entreposage,147859.00,150.00,10,#26C6DA,"0,1 M€",150 aides
Activités immobilières,114592.00,121.00,10,#FFCA28,"0,1 M€",121 aides
Activités de services administratifs et de soutien,113458.00,189.00,10,#FF7043,"0,1 M€",189 aides
"Activités spécialisées, scientifiques et techniques",91021.00,135.00,10,#FFA726,"0,1 M€",135 aides
Autres sections NAF,287324.00,445.00,10,#AAAAAA,"0,3 M€",445 aides
Construction,1587455.00,1702.00,86,#42A5F5,"1,6 M€",1 702 aides
Commerce,1309020.00,1618.00,86,#29B6F6,"1,3 M€",1 618 aides
Autres activités de services,665907.00,955.00,86,#5E35B1,"0,7 M€",955 aides
Industrie manufacturière,576492.00,710.00,86,#AB47BC,"0,6 M€",710 aides
Hébergement et restauration,513014.00,647.00,86,#26A69A,"0,5 M€",647 aides
Non connu,450987.00,423.00,86,#AAAAAA,"0,5 M€",423 aides
Activités immobilières,284327.00,309.00,86,#FFCA28,"0,3 M€",309 aides
"Activités spécialisées, scientifiques et techniques",189672.00,257.00,86,#FFA726,"0,2 M€",257 aides
Transports et entreposage,183324.00,197.00,86,#26C6DA,"0,2 M€",197 aides
